iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,'121.162.17\x003.182/15',RELIABILITY,1,-1
2,0.094,'121.162.173.18\x002/15',RELIABILITY,0,-1
3,0.125,'126.112.17\x003.182/15',RELIABILITY,0,-1
4,0.156,"""121.162.17\x00'3.182/15""",RELIABILITY,0,-1
5,0.172,'121.162.17\x003\n.182/15',RELIABILITY,0,-1
6,0.219,'121.&&162.17\x003.182/15',RELIABILITY,0,-1
7,0.234,'121.162.17\x003.182/15',RELIABILITY,0,-1
8,0.359,'121.162.1/../7\x003.182/15',RELIABILITY,0,-1
9,0.391,'121.162.17\x003.182/151515151515151515',RELIABILITY,0,-1
10,0.406,'121.162.17\x003.182/15',RELIABILITY,0,-1
11,0.437,'28.7.\x0066.3/32',RELIABILITY,0,-1
12,0.500,'204.1\x0039.82.150/32',RELIABILITY,0,-1
13,0.609,'12||1.162.17\x003.182/15',RELIABILITY,0,-1
14,0.625,"""121.162.17\x003.182'/15""",RELIABILITY,0,-1
15,0.641,'121.162.17\x003.182/15',RELIABILITY,0,-1
16,0.672,'12||1.162.17\x003.182/15',RELIABILITY,0,-1
17,0.750,'121.162.17\x003.182/15',RELIABILITY,0,-1
18,0.766,'121.162.17\x003.1(2/15',RELIABILITY,0,-1
19,0.844,'121.162.17\x003.182/1||5',RELIABILITY,0,-1
20,0.875,'78.37.87.234\x00/0',RELIABILITY,0,-1
21,1.000,"""12'1.162.17\x003.182/15""",RELIABILITY,0,-1
22,1.000,'121.162.17\x003.082/15',RELIABILITY,0,-1
23,1.031,'121.162.17K\x003.182/15',RELIABILITY,0,-1
24,1.031,'121.162.17\x003.182/15',RELIABILITY,0,-1
25,1.062,'121.162.17\x003.182/15\r',RELIABILITY,0,-1
26,1.094,'192.0.2.170-\x00175',RELIABILITY,0,-1
