iteration,elapsed_s,runs_total,bugs_unique,corpus_size,runs_per_sec
50,2.1,50,1,0,23.88
100,5.8,100,1,0,17.34
150,10.8,150,1,0,13.93
200,14.5,200,1,0,13.75
250,18.4,250,1,0,13.57
300,22.9,300,1,0,13.11
350,28.6,350,1,0,12.24
