iteration,elapsed_s,runs_total,bugs_unique,corpus_size,runs_per_sec
50,1.7,50,1,0,30.18
100,5.1,100,1,0,19.63
150,9.8,150,1,0,15.29
200,14.0,200,1,0,14.24
250,18.2,250,1,0,13.72
300,21.9,300,1,0,13.70
350,26.2,350,1,0,13.36
