iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,'114.198.140\x00.35/25',RELIABILITY,1,-1
2,0.078,'114.198.140\x00.35/25',RELIABILITY,0,-1
3,0.078,'114.<198.140\x00.35/25',RELIABILITY,0,-1
4,0.094,'.14.1981140\x00.35/25',RELIABILITY,0,-1
5,0.141,'114.198.140\x00.35}/25',RELIABILITY,0,-1
6,0.203,'1142198.140\x00.35/.5',RELIABILITY,0,-1
7,0.219,'114.198.140\x00.35',RELIABILITY,0,-1
8,0.266,"'114.19""8.140\x00.35/25'",RELIABILITY,0,-1
9,0.266,'114.1q98.140\x00.35/25',RELIABILITY,0,-1
10,0.375,'114.198.140\x00.35/25\n',RELIABILITY,0,-1
11,0.391,'114.198.140\\\x00.35/25',RELIABILITY,0,-1
12,0.437,'114ÿ.198.140\x00.35/25',RELIABILITY,0,-1
13,0.469,"'114.198.140\x00.""35/25'",RELIABILITY,0,-1
14,0.516,'114.999999999999999999999999198.140\x00.35/25',RELIABILITY,0,-1
15,0.562,'97.37.\x00106.150/21',RELIABILITY,0,-1
16,0.578,'114n198.140\x00.35/25',RELIABILITY,0,-1
17,0.609,'1\x0014.198.140\x00.35/25',RELIABILITY,0,-1
18,0.641,'114.198.140\x00.35/25',RELIABILITY,0,-1
19,0.641,"'""114.198.140\x00.35/25'",RELIABILITY,0,-1
20,0.672,'\x1114.198.140\x00.35/25',RELIABILITY,0,-1
21,0.687,'6\x007.89.128.110/14',RELIABILITY,0,-1
22,0.719,'114.198.140\x00.35/25',RELIABILITY,0,-1
23,0.828,'192.0.20.\x0064/26',RELIABILITY,0,-1
24,0.844,'114.198.140\x00.35/25',RELIABILITY,0,-1
25,0.891,'114.198.140\x00.35/25',RELIABILITY,0,-1
26,0.922,'114.198.140\x00.u35/25',RELIABILITY,0,-1
27,0.937,'114.198.140\x00.35/25',RELIABILITY,0,-1
28,0.953,'100.58.82.125/\x0010',RELIABILITY,0,-1
29,0.984,'176.\x00222.152.108/0',RELIABILITY,0,-1
30,1.062,'7.42.\x0096.163/1',RELIABILITY,0,-1
31,1.141,'114.198.140\x00.35/25',RELIABILITY,0,-1
32,1.172,'114.198.140\x00.35/25',RELIABILITY,0,-1
33,1.234,'53.22.1\x0028.14/9',RELIABILITY,0,-1
