iteration,elapsed_s,runs_total,bugs_unique,corpus_size,runs_per_sec
50,3.0,50,1,0,16.67
100,7.6,100,1,0,13.14
150,13.0,150,1,0,11.51
200,17.4,200,1,0,11.49
250,23.5,250,1,0,10.66
300,28.5,300,1,0,10.53
