iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,'189.236.187.\x00248',RELIABILITY,1,-1
2,0.000,'249.250.251.2\x0052',RELIABILITY,0,-1
3,0.015,'189.236.187.\x0022248',RELIABILITY,0,-1
4,0.031,'189.236.187.\x002486.187.\x002486.187.\x002486.187.\x00248',RELIABILITY,0,-1
5,0.046,'189.236®187.\x00248',RELIABILITY,0,-1
6,0.078,'189.236.187.\x0024(',RELIABILITY,0,-1
7,0.078,'189.236.187.\x00248',RELIABILITY,0,-1
8,0.093,'189.236.187.\x00248',RELIABILITY,0,-1
9,0.109,'189.236.187.\x00248',RELIABILITY,0,-1
10,0.140,'199.236.187.\x00248',RELIABILITY,0,-1
11,0.156,'189.236.189999999999999999999999997.\x00248',RELIABILITY,0,-1
12,0.187,'189.276.187.\x00248',RELIABILITY,0,-1
13,0.203,'189.236.187.\x00248',RELIABILITY,0,-1
14,0.250,'101.13\x009.207.231',RELIABILITY,0,-1
15,0.328,'189\x00.236.187.\x00248',RELIABILITY,0,-1
16,0.343,'189.o236.187.\x00248',RELIABILITY,0,-1
17,0.390,'189.236.187.\x00248',RELIABILITY,0,-1
18,0.421,'189.236.187.\x00248.extra',RELIABILITY,0,-1
19,0.468,'189.236.187.\x00248.extra',RELIABILITY,0,-1
20,0.468,'1.9.236.1878\x00248',RELIABILITY,0,-1
21,0.500,'83.129.12\x001.84',RELIABILITY,0,-1
22,0.500,'189.236.187.\x00248.extra',RELIABILITY,0,-1
23,0.515,'1\n89.236.187.\x00248',RELIABILITY,0,-1
24,0.531,'90.75.139.3\x008',RELIABILITY,0,-1
25,0.546,'189.23||6.187.\x00248',RELIABILITY,0,-1
26,0.609,'189.236.187}.\x00248',RELIABILITY,0,-1
27,0.671,"""189.236.187.\x0024'8""",RELIABILITY,0,-1
28,0.671,'189.236.\r187.\x00248',RELIABILITY,0,-1
29,0.750,'189.236.187.\x00248',RELIABILITY,0,-1
30,0.828,'187.236.189.\x00248',RELIABILITY,0,-1
31,0.828,'189.23c6.187.\x00248',RELIABILITY,0,-1
32,0.843,'87.231.66.41\x00',RELIABILITY,0,-1
33,0.937,'189.236.1877777.\x00248',RELIABILITY,0,-1
34,0.937,'189.236.187.<\x00248',RELIABILITY,0,-1
35,1.031,'189.236.187.\x00248',RELIABILITY,0,-1
36,1.062,'189.236.1(87.\x00248',RELIABILITY,0,-1
37,1.078,'00.\x0001.002.000',RELIABILITY,0,-1
38,1.109,'189.236.187.\x00249',RELIABILITY,0,-1
39,1.109,'189.236&&.187.\x00248',RELIABILITY,0,-1
40,1.171,'127.0.0.1\x00',RELIABILITY,0,-1
41,1.265,'189.236.187.\x002´8',RELIABILITY,0,-1
42,1.328,'208.141.12\x007.82',RELIABILITY,0,-1
43,1.328,'87\x00.231.66.41',RELIABILITY,0,-1
44,1.343,'189.236.187.\x00248',RELIABILITY,0,-1
45,1.359,'189.236.187.\x002',RELIABILITY,0,-1
46,1.406,'189.236.187.\x00248.extra',RELIABILITY,0,-1
47,1.406,'189.236`.187.\x00248',RELIABILITY,0,-1
48,1.437,'189\x00.236.187.248',RELIABILITY,0,-1
49,1.578,'189.\x0036.187.2248',RELIABILITY,0,-1
50,1.640,'189.236.187.\x00248.extra',RELIABILITY,0,-1
51,1.875,'6\x008.74.59.75',RELIABILITY,0,-1
52,1.921,'189.236.187.\x00287.\x00287.\x00287.\x00287.\x00287.\x00287.\x00287.\x00287.\x00248',RELIABILITY,0,-1
53,2.078,'189.236.187.\x00248.extra',RELIABILITY,0,-1
54,2.171,'189.236.187.\x00236.187.\x00236.187.\x00236.187.\x00236.187.\x00236.187.\x00236.187.\x00236.187.\x00236.187.\x00248',RELIABILITY,0,-1
55,2.203,'2\x0012.142.242.34',RELIABILITY,0,-1
56,2.265,'168\x00.130.185.144',RELIABILITY,0,-1
57,2.359,'189I.236.187.\x00248',RELIABILITY,0,-1
58,2.500,'189.236.187.\x00248.extra',RELIABILITY,0,-1
59,2.515,'1.2.3\x00.4',RELIABILITY,0,-1
60,2.546,'\x00136.23.82.0',RELIABILITY,0,-1
61,2.546,'189.236.187...\x00248',RELIABILITY,0,-1
62,2.625,'85.42.2.1\x0034',RELIABILITY,0,-1
63,2.703,'189.236.187#.\x00248',RELIABILITY,0,-1
64,2.718,'\x00101.99.245.182',RELIABILITY,0,-1
65,2.796,'189.236.187.\x00248',RELIABILITY,0,-1
66,2.843,'253.151.199.115\x00',RELIABILITY,0,-1
67,2.921,'189.236..871\x00248',RELIABILITY,0,-1
68,2.968,'189.236.1s87.\x00248',RELIABILITY,0,-1
69,2.984,'255.2\x0055.255.255',RELIABILITY,0,-1
70,3.062,'189.236.187.\x00248',RELIABILITY,0,-1
71,3.093,'117.167.193.\x00137',RELIABILITY,0,-1
72,3.109,'83.1\x0029.121.84',RELIABILITY,0,-1
73,3.171,'253.151.199.\x00115',RELIABILITY,0,-1
74,3.171,'189.236.187.\x00258',RELIABILITY,0,-1
75,3.187,'39.79.\x00160.206',RELIABILITY,0,-1
76,3.187,'189.236\x00.187.\x00248',RELIABILITY,0,-1
77,3.203,'189.236.187.\x00242424248',RELIABILITY,0,-1
78,3.546,'189.236.187.\x00248',RELIABILITY,0,-1
79,3.953,'09.10\x00.99.100',RELIABILITY,0,-1
80,4.109,'\x0053.112.173.34',RELIABILITY,0,-1
81,4.343,'253.151.199.\x00115',RELIABILITY,0,-1
82,4.375,'189.236.q87.\x00248',RELIABILITY,0,-1
83,4.515,'\x0085.42.2.134',RELIABILITY,0,-1
84,4.781,'189.236.187.\x0026.187.\x0026.187.\x0026.187.\x0026.187.\x0026.187.\x0026.187.\x0026.187.\x0026.187.\x0026.187.\x00248',RELIABILITY,0,-1
85,5.281,'9\x000.75.139.38',RELIABILITY,0,-1
86,5.281,'249.250.251\x00.252',RELIABILITY,0,-1
87,5.312,'189.2[36.187.\x00248',RELIABILITY,0,-1
