iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,'249.2\x0019.161.52',RELIABILITY,1,-1
2,0.047,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
3,0.062,'249.2\x0019.161.52',RELIABILITY,0,-1
4,0.078,'249.2\x0019.1',RELIABILITY,0,-1
5,0.125,'60.160.112.2\x0002',RELIABILITY,0,-1
6,0.141,'38.\x00134.208.74',RELIABILITY,0,-1
7,0.156,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
8,0.172,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
9,0.187,'249.2\x0019.161.52',RELIABILITY,0,-1
10,0.203,'249.2\x0019.161.52',RELIABILITY,0,-1
11,0.203,'249.2\x0019.161.5261.5261.52',RELIABILITY,0,-1
12,0.219,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
13,0.234,'249.2\x0019.161.5',RELIABILITY,0,-1
14,0.250,'249.2\x0019.161.52',RELIABILITY,0,-1
15,0.250,'249.2\x0019.1>61.52',RELIABILITY,0,-1
16,0.281,'249.2\x0019.161.52',RELIABILITY,0,-1
17,0.297,'249.2119.\x0061.52',RELIABILITY,0,-1
18,0.406,'249.2\x0019.161.52',RELIABILITY,0,-1
19,0.469,'\x1249.2\x0019.161.52',RELIABILITY,0,-1
20,0.469,"'249.2\x00""19.161.52'",RELIABILITY,0,-1
21,0.484,'249.2\x0019.161.52',RELIABILITY,0,-1
22,0.531,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
23,0.531,'249.\x00219.161.52',RELIABILITY,0,-1
24,0.562,'249.2\x0019.161.52',RELIABILITY,0,-1
25,0.578,'249.2\x0019.161.52',RELIABILITY,0,-1
26,0.594,'249.2\x0019.161.........52',RELIABILITY,0,-1
27,0.609,'192.1\x0068.001.001',RELIABILITY,0,-1
28,0.609,'\x000.0.0.0',RELIABILITY,0,-1
29,0.641,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
30,0.656,'1\x0058.197.255.127',RELIABILITY,0,-1
31,0.703,'249.2\x0019.161&52',RELIABILITY,0,-1
32,0.875,'24912\x0019..61.52',RELIABILITY,0,-1
33,0.891,'249.2&&\x0019.161.52',RELIABILITY,0,-1
34,0.891,'246.2\x0019.191.52',RELIABILITY,0,-1
35,0.969,'09.10.99.10\x000',RELIABILITY,0,-1
36,0.984,'24b9.2\x0019.161.52',RELIABILITY,0,-1
37,1.094,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
38,1.094,'249.2\x0019.161.52161.52161.52161.52',RELIABILITY,0,-1
39,1.109,'249.2\x0019.161.52',RELIABILITY,0,-1
40,1.437,'249.2\x0019.161.52',RELIABILITY,0,-1
41,1.469,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
42,1.500,'249.2\x0019.161',RELIABILITY,0,-1
43,1.516,'249.250.251.2\x0052',RELIABILITY,0,-1
44,1.531,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
45,1.609,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
46,1.937,'249.2\x0019.1>1.52',RELIABILITY,0,-1
47,2.078,'60.160.112.2\x0002',RELIABILITY,0,-1
48,2.125,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
49,2.281,'47.54.1.15\x00',RELIABILITY,0,-1
50,2.312,'24y.2\x0019.161.52',RELIABILITY,0,-1
51,2.437,'192.168.001\x00.001',RELIABILITY,0,-1
52,2.453,'249.2\x0019.161.52',RELIABILITY,0,-1
53,2.453,'249.2\x0019.161.52.extra',RELIABILITY,0,-1
54,2.484,'249.2\x0019.16q.52',RELIABILITY,0,-1
55,2.594,'1.2.3.\x004',RELIABILITY,0,-1
56,2.719,'249.2\x0019.161.52',RELIABILITY,0,-1
57,2.797,'192.168.001.00\x001',RELIABILITY,0,-1
58,2.828,'1\x0019.33.81.139',RELIABILITY,0,-1
59,3.016,'0.0\x00.0.0',RELIABILITY,0,-1
60,3.297,'249.219\x00.161.52',RELIABILITY,0,-1
61,3.312,'249.2\x0019999999999999999999999999.161.52',RELIABILITY,0,-1
62,3.328,'249.2\x0019.161.9.2\x0019.161.9.2\x0019.161.9.2\x0019.161.9.2\x0019.161.9.2\x0019.161.9.2\x0019.161.9.2\x0019.161.52',RELIABILITY,0,-1
63,3.328,'249.2\x0019.161.5]2',RELIABILITY,0,-1
64,3.344,'1.2.3.4\x00',RELIABILITY,0,-1
65,3.500,'0.0.0.\x000',RELIABILITY,0,-1
66,3.516,'182.\x00217.10.124',RELIABILITY,0,-1
67,3.562,'249.2\x0019.161',RELIABILITY,0,-1
68,3.594,'249.2\x0019.160.52',RELIABILITY,0,-1
