iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,'58.1\x0053.56.139/28',RELIABILITY,1,-1
2,0.015,'58.1\x0053.56.13u9/28',RELIABILITY,0,-1
3,0.125,'58.1\x0053.56.139/28',RELIABILITY,0,-1
4,0.140,'58.1\x0053.56.1.1.1.139/28',RELIABILITY,0,-1
5,0.156,'58.1\x0053.56.139/28',RELIABILITY,0,-1
6,0.203,'58.1\x0053.56.1\x0053.56.1\x0053.56.1\x0053.56.1\x0053.56.1\x0053.56.1\x0053.56.1\x0053.56.1\x0053.56.139/28',RELIABILITY,0,-1
7,0.203,'58.1\x00',RELIABILITY,0,-1
8,0.234,'58.6\x0053.51.139/28',RELIABILITY,0,-1
9,0.250,'192.0.2.1\x008',RELIABILITY,0,-1
10,0.281,'58.1\x0059999999999999999999999993.56.139/28',RELIABILITY,0,-1
11,0.297,'\x0015.171.121.177/22',RELIABILITY,0,-1
12,0.312,'58.1\x0053.56.139/28',RELIABILITY,0,-1
13,0.328,'243.147.178.\x00104/29',RELIABILITY,0,-1
14,0.343,'58.1\x0053.56.139/.1\x0053.56.139/.1\x0053.56.139/.1\x0053.56.139/.1\x0053.56.139/.1\x0053.56.139/.1\x0053.56.139/.1\x0,RELIABILITY,0,-1
15,0.375,'58.1\x0053.',RELIABILITY,0,-1
16,0.437,'58.1\x0053.56.139/r8',RELIABILITY,0,-1
17,0.453,'58.1\x0053.56.133339/28',RELIABILITY,0,-1
18,0.453,'5\n8.1\x0053.56.139/28',RELIABILITY,0,-1
19,0.547,'58.1\x0053.56.}139/28',RELIABILITY,0,-1
20,0.562,'58.1\x0053.57.139/28',RELIABILITY,0,-1
21,0.593,'58.1\x0053.56.139/28ÿ',RELIABILITY,0,-1
22,0.687,'58.1\x0053.56.139/28',RELIABILITY,0,-1
23,0.781,'58.1\x0053.56.139/2s8',RELIABILITY,0,-1
24,0.890,'58.1\x0053.56.139/28',RELIABILITY,0,-1
25,0.890,'123.165.221.\x0063/1',RELIABILITY,0,-1
26,0.937,'58.1\x0053.56.139/28',RELIABILITY,0,-1
27,0.953,'58.1\x0053.56.139/28',RELIABILITY,0,-1
28,0.968,'58.1\x0053.',RELIABILITY,0,-1
29,1.031,'232.87.99.16\x001/30',RELIABILITY,0,-1
30,1.078,'243\x00.147.178.104/29',RELIABILITY,0,-1
31,1.218,'58.1\x0053.56.13ÿ9/28',RELIABILITY,0,-1
32,1.281,'5]8.1\x0053.56.139/28',RELIABILITY,0,-1
33,1.312,'151.\x00184.226.209/19',RELIABILITY,0,-1
34,1.375,'58.1\x0053.56.139/2888',RELIABILITY,0,-1
35,1.390,'12.42.102.21/20\x00',RELIABILITY,0,-1
36,1.437,'58.1\x0053.56.139/',RELIABILITY,0,-1
37,1.515,'37.168\x00.126.165/11',RELIABILITY,0,-1
38,1.547,'5Y8.1\x0053.56.139/28',RELIABILITY,0,-1
39,1.625,'2\x0043.147.178.104/29',RELIABILITY,0,-1
40,1.656,'249\x00.167.62.175/21',RELIABILITY,0,-1
41,1.703,'58.1\x0053.56.139/2>8',RELIABILITY,0,-1
42,1.718,'192.0.2.17\x000-175',RELIABILITY,0,-1
43,1.765,'192.0.\x002.[5678]',RELIABILITY,0,-1
44,1.875,'\x00249.167.62.175/21',RELIABILITY,0,-1
45,1.953,'58.1\x0053.56.139/28',RELIABILITY,0,-1
46,1.968,'6.100.247.103/20\x00',RELIABILITY,0,-1
47,2.015,'58.1\x0053.56.139/',RELIABILITY,0,-1
48,2.156,'58.1/53.56.139\x0028',RELIABILITY,0,-1
49,2.312,'10.91.\x0015.48/22',RELIABILITY,0,-1
50,2.312,'58.1\x0053.56.139/2',RELIABILITY,0,-1
51,2.359,'192.0.2.[5\x00678]',RELIABILITY,0,-1
52,2.422,'>58.1\x0053.56.139/28',RELIABILITY,0,-1
53,2.484,'58.1\x0053.56\x0053.56\x0053.56\x0053.56\x0053.56\x0053.56\x0053.56.139/28',RELIABILITY,0,-1
54,2.515,'217.16.165.122/\x002',RELIABILITY,0,-1
55,2.765,'70.166.133.133/\x000',RELIABILITY,0,-1
56,2.843,'151.184.22\x006.209/19',RELIABILITY,0,-1
57,2.968,'/../58.1\x0053.56.139/28',RELIABILITY,0,-1
58,3.000,'192.0.2.[567\x008]',RELIABILITY,0,-1
59,3.031,'58k.1\x0053.56.139/28',RELIABILITY,0,-1
60,3.062,'192.0.2.\x0018',RELIABILITY,0,-1
61,3.109,'58.1\x0053.56.1#9/28',RELIABILITY,0,-1
62,3.531,'123.165.221.63/1\x00',RELIABILITY,0,-1
63,3.609,'12.42.102.21\x00/20',RELIABILITY,0,-1
64,3.687,'19\x002.0.2.8[0-5]',RELIABILITY,0,-1
65,3.718,'192.\x000.2.8[0-5]',RELIABILITY,0,-1
66,3.812,'243.147.\x00178.104/29',RELIABILITY,0,-1
67,3.937,'192.0.20.64/2\x006',RELIABILITY,0,-1
68,3.984,'192.0.2.80-192.0.2\x00.85',RELIABILITY,0,-1
69,4.078,'123.165.\x00221.63/1',RELIABILITY,0,-1
70,4.109,'58.1\x005',RELIABILITY,0,-1
71,4.140,'58.1\x0053.76.139/28',RELIABILITY,0,-1
72,4.187,'190.69.\x00105.5/17',RELIABILITY,0,-1
