iteration,elapsed_s,runs_total,bugs_unique,corpus_size,runs_per_sec
50,1.6,50,1,0,30.77
100,4.9,100,1,0,20.58
150,11.8,150,1,0,12.75
200,16.5,200,1,0,12.13
250,20.7,250,1,0,12.07
300,26.0,300,1,0,11.52
350,29.7,350,1,0,11.79
