iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,'1\x0034.13.148.19/8',RELIABILITY,1,-1
2,0.000,'1\x00\n34.13.148.19/8',RELIABILITY,0,-1
3,0.016,'128.19.2\x0033.136/25',RELIABILITY,0,-1
4,0.032,'1\x0034.13.148.19/848.19/848.19/848.19/848.19/848.19/848.19/848.19/8',RELIABILITY,0,-1
5,0.078,'134.1\x003.148.19/8',RELIABILITY,0,-1
6,0.094,'1\x0034',RELIABILITY,0,-1
7,0.110,'1\x003$.13.148.19/8',RELIABILITY,0,-1
8,0.110,'1\x0034.13.148.19/8',RELIABILITY,0,-1
9,0.141,"'1\x0034.13.""148.19/8'",RELIABILITY,0,-1
10,0.141,'1\\\x0034.13.148.19/8',RELIABILITY,0,-1
11,0.157,'1\x0034.13.1%0048.19/8',RELIABILITY,0,-1
12,0.172,'241.13.244.211\x00/30',RELIABILITY,0,-1
13,0.172,'134.13.\x00148.19/8',RELIABILITY,0,-1
14,0.172,'1\x0034.\x0013.148.19/8',RELIABILITY,0,-1
15,0.266,'1\x0034.13.1t8.19/8',RELIABILITY,0,-1
